romExtensionlessFileName,romFileName,romSize,romHashCRC,romHashMD5,romHashSHA1
"Tecmo Bowl (USA) (Beta)","Tecmo Bowl (USA) (Beta).nes",262144,E5EA0EBE,7C8D0A6AD24A7E10F08436B92DFC36A0,BD4DC868EEAB2E53AF04816D2B7CC3333DE40DB1
"Tecmo Bowl (USA) (Rev A)","Tecmo Bowl (USA) (Rev A).nes",262144,85A6C0D5,ED7A1A12F557FF5C6376DEFC7D4DC637,3FE39BA5FCFA423C6591905C832C18D163D66E4C
"Tecmo Bowl (Japan)","Tecmo Bowl (Japan).nes",262144,588E7492,C937ACABB9FB5781363489D8D14F0A70,FA414894A761A6A7837EDF8A032FBAC05ABC1249
"Tecmo Cup - Football Game (Spain)","Tecmo Cup - Football Game (Spain).nes",262144,7F801368,4E0EB275B271DE182082638A727341DB,6A0B6E0CA8AFF6FC78D2D28CC747CACBB5F812AE
"Tecmo Cup - Football Game (Europe)","Tecmo Cup - Football Game (Europe).nes",262144,60925D08,B54E0312FAE240C961D150E9D276B3D0,E9258B877DF77EEA71CDBFDC0691524A34D30F2F
"Tecmo Cup - Soccer Game (USA)","Tecmo Cup - Soccer Game (USA).nes",262144,696D7839,5D3F4993EBAD61C007BA02216554C517,CBDF18CCBCE9EDCF59B30D85281410B782FC8355
"Tecmo NBA Basketball (USA)","Tecmo NBA Basketball (USA).nes",393216,2651F227,5D71B3F30162D396B3340BED21BAA53E,C87B3E1F17670C028CE60AF3BBC7D688DC0F9DF3
"Tecmo NBA Basketball (USA) (Rev A)","Tecmo NBA Basketball (USA) (Rev A).nes",393216,DA8E4AF4,3C396A4E65095C64A3E6E889FD8D04F6,712983EAA00029C307688DE015C1B698CC4BF064
"Tecmo Super Bowl (USA)","Tecmo Super Bowl (USA).nes",393216,179A0D57,F7D01ADF9C430EF3DB055466ECC18F58,0A491B125CA1D8BCEBFD19174527D9EEC13820D0
"Tecmo Super Bowl (Japan)","Tecmo Super Bowl (Japan).nes",393216,022589B9,6737AC285C67F62FB6B88598FE4A71EB,540ADE2D664C628014CF3CD3BA0C1EF418ED00A6
"Tecmo World Cup Soccer (Europe)","Tecmo World Cup Soccer (Europe).nes",131072,86E02D65,568ED82675497575B4D181711AE5E59A,0CA546F47D9D7DA12E4E25852E04EFFB67F60545
"Tecmo World Cup Soccer (Japan)","Tecmo World Cup Soccer (Japan).nes",131072,8A5BC0D3,C2F5A4E17DCDF23678214F7CEE826C6D,016638ED6012260CE7FB75DD6F6B5FAD8AC01FDA
"Tecmo World Wrestling (USA)","Tecmo World Wrestling (USA).nes",262144,7FF76219,CC266D277E94C13CE1735672B183BFC5,AD8690675ECF3F3A86278A07AD442ABDF7EFB768
"Tecmo World Wrestling (Europe)","Tecmo World Wrestling (Europe).nes",262144,CF849F72,71565B4920F493FFE6E27B49EB1B661F,4746A11F2A8156E1FAED5FE6074257E50AE8071A
"Teenage Mutant Hero Turtles (Europe)","Teenage Mutant Hero Turtles (Europe).nes",262144,00AD1189,8F3A5E02D1B424DBE2393F889215E76B,9F42C6C9A34E808138EAFDD314BAE359D80E6FF9
"Teenage Mutant Hero Turtles - Tournament Fighters (Europe)","Teenage Mutant Hero Turtles - Tournament Fighters (Europe).nes",262144,34629104,D52BC57BDC38D2A43406FE6AF624241E,95A47784396A06EB351D1184FD5A90B7E767FC5C
"Teenage Mutant Hero Turtles II - The Arcade Game (Europe)","Teenage Mutant Hero Turtles II - The Arcade Game (Europe).nes",524288,C5657C12,E927929A16C43D53907F63119AABAAE0,B30062EBE5A4870467B5D30A3AC5E53D682A0813
"Teenage Mutant Ninja Turtles (Italy)","Teenage Mutant Ninja Turtles (Italy).nes",262144,6F27300B,C80868FC7C0D16C2ED76186E1783ECE2,E1933E741206A9976C5773E0C6C1B316FC8759B0
"Teenage Mutant Ninja Turtles (Japan)","Teenage Mutant Ninja Turtles (Japan).nes",524288,4A601A2C,AD72B2FE3CACC4A336A405E37EE3C320,993F0DAF561292831A65164CDC71BF4380D59513
"Teenage Mutant Ninja Turtles (USA)","Teenage Mutant Ninja Turtles (USA).nes",262144,EE921D8E,2DDDC2CAE0A7FE890235AEF72A9A86AE,B239C2D48E84CA676DEE4461D4D6A1F77F34255D
"Teenage Mutant Ninja Turtles (USA) (Beta)","Teenage Mutant Ninja Turtles (USA) (Beta).nes",262144,1FF251AE,E8EFD6BDFA09746DBB31DC52346D9DF9,F6D3B4EB1A4F1D16C7F405EBF886606FA230D5D3
"Teenage Mutant Ninja Turtles - Tournament Fighters (USA)","Teenage Mutant Ninja Turtles - Tournament Fighters (USA).nes",262144,86964EDD,26F2C5D434A1A2AA2871AD56E73583C4,C9E1EAF2DA59F7CDD923B23E9D74DB2D430964FC
"Teenage Mutant Ninja Turtles II - The Arcade Game (Australia)","Teenage Mutant Ninja Turtles II - The Arcade Game (Australia).nes",524288,7BCCAFBB,34C895FCAF171AE58654E8244045DA4F,1AC6489CBFC032CAF1BB8AB114157FA9F1E5B2EB
"Teenage Mutant Ninja Turtles II - The Arcade Game (Unknown) (Beta)","Teenage Mutant Ninja Turtles II - The Arcade Game (Unknown) (Beta).nes",524288,BDA183BB,B29C44916625B031F67D0412ADA63252,5D5F4D2C37FD68052FBCAF6219B8A2B545E3DB13
"Teenage Mutant Ninja Turtles II - The Arcade Game (USA)","Teenage Mutant Ninja Turtles II - The Arcade Game (USA).nes",524288,A9217EA2,D39B6D82CD08CCB83F26A66499277DDC,DEE9CF8DCC91DE3F9C65181A07E7E84F7570363D
"Teenage Mutant Ninja Turtles II - The Manhattan Project (Japan)","Teenage Mutant Ninja Turtles II - The Manhattan Project (Japan).nes",524288,490E8A4C,9FD8E7B96BA577536AA7AF9A442F3DA6,81074D89B619D97E544B3CB6F4BA781BAF49C72F
"Teenage Mutant Ninja Turtles III - The Manhattan Project (USA)","Teenage Mutant Ninja Turtles III - The Manhattan Project (USA).nes",524288,BB6D7949,AF57C886E9D1292D4E0F84E057A5DAE6,B3228341C41EDD6751AF37FD3DC83B07899A6D55
"Tenchi o Kurau (Japan) (Rev A)","Tenchi o Kurau (Japan) (Rev A).nes",262144,637A7ACB,03A00CA579783ADEAAA7D433AE032E9B,A1BC81C0A467C114B3AF255A64A236D2D427B0DD
"Tenchi o Kurau (Japan)","Tenchi o Kurau (Japan).nes",262144,1AC701B5,4D1C80552D0D0F281B1888FE843A57F8,70158A66CAA9C27033F4E11C4272C33E73893496
"Tenchi o Kurau II - Shokatsu Koumei Den (Japan) (Rev A)","Tenchi o Kurau II - Shokatsu Koumei Den (Japan) (Rev A).nes",524288,B84A73CC,AFE5BE8B32CF568FAA424F127B85FF96,35FE1B2BF778872E144F02A147A08DB29ADFE959
"Tenchi o Kurau II - Shokatsu Koumei Den (Japan)","Tenchi o Kurau II - Shokatsu Koumei Den (Japan).nes",524288,CB32E243,3DC2C67C5D3AC57E78314AFC4E56ABBB,C002BE9213E53221C247B38BA27F4CF6C9D15796
"Tenka no Goikenban - Mito Koumon (Japan)","Tenka no Goikenban - Mito Koumon (Japan).nes",262144,21F8C4AB,B7BDF89533E075FA5A8206B8147FFFDD,63274AE9DBC1ED078632DB1EDEEFCCEC79297E26
"Tenkaichi Bushi - Keru Naguuru (Japan)","Tenkaichi Bushi - Keru Naguuru (Japan).nes",196608,5397E80B,1216B9C8C21D64C547181259534171B0,42334307B843D411501150CD6B9E968364636C62
"Tennis (Japan, USA)","Tennis (Japan, USA).nes",24576,D4D9E21A,32A5E44B320AE588F560196E49BA13C6,DC851C8DD5F7D6B402D1402C4239400A88382A1F
"Tennis (Europe)","Tennis (Europe).nes",24576,304FA926,492A13FD1CB8E4333BC249F223351D5E,EFFE8CCAA78F94F061B142042557B478B4B213EE
"Terao no Dosukoi Oozumou (Japan)","Terao no Dosukoi Oozumou (Japan).nes",262144,6479E76A,D7389D8EFBFC9B11BE3E05BDEAC05513,1AB6164393DB3E3DDACB3DB506171B0E5387AD4E
"Terminator 2 (Japan)","Terminator 2 (Japan).nes",262144,D27B9D50,44445B7F581F1BC30045196CED9DB7F4,2BE07F59A78DAC7319A024390A676F69A8411FCA
"Terminator 2 - Judgment Day (USA) (Beta)","Terminator 2 - Judgment Day (USA) (Beta).nes",262144,01934171,90B0A089FC45D7DB082FDB4F5A824368,13A9FBEF2AFB54205CB4718E18846AAE92CDAB58
"Terminator 2 - Judgment Day (Europe)","Terminator 2 - Judgment Day (Europe).nes",262144,18A04825,82A7FF6170AF2EE2E146E0A3D74E0BA7,5705BEF5B0B172B56D21385AAE94BFA1F560E886
"Terminator 2 - Judgment Day (USA)","Terminator 2 - Judgment Day (USA).nes",262144,EA27B477,FE78B86E0578748B3671C3AEB4AD3D6B,DBF35D2F94D0F5F6B39621E8A29E864EEAEDE173
"Terminator, The (USA, Europe)","Terminator, The (USA, Europe).nes",262144,6272C549,81BDEC267B0A1793E2AF6B4D9F236148,B57C4E9CE3212F4E75B71A733FF2907970521D40
"Terra Cresta (USA)","Terra Cresta (USA).nes",131072,2A46B57F,5F240C7AB89B7B45D14556B53A3863F8,B5691E6297AE8A2557DD35E53E08AFFA8BA22C66
"Terra Cresta (Japan)","Terra Cresta (Japan).nes",131072,6D65CAC6,1F07276342128AC3E0AD1763FA2B403C,7430FC3CE83AE2E587F3DC448DEA96F43E510200
"Tetrastar - The Fighter (Japan)","Tetrastar - The Fighter (Japan).nes",524288,F85E264D,96E2DFCB17F1B04823F88E8855F8D245,5E3E3B511AE25543BD991D255FABB67CB0E2D3FE
"Tetris (USA)","Tetris (USA).nes",49152,1394F57E,5B0E571558C8C796937B96AF469561C6,FD9079CB5E8479EB06D93C2AE5175BFCE871746A
"Tetris (USA) (Unl)","Tetris (USA) (Unl).nes",49152,343C7BB0,117C38986584C88263414B7ABB98667C,E675D418256854070F76136602DFC7545F5171AE
"Tetris (Europe)","Tetris (Europe).nes",49152,FDFF80D5,339D790C0C4D7B3E2BF2931B435BEC02,66883B9EDDEC933E36B6BFF0479CEFD2434FFB40
"Tetris (Bulletproof) (Japan) (Rev A)","Tetris (Bulletproof) (Japan) (Rev A).nes",49152,D074653D,BB4ADEC1141EFC90F9BC7C48D9BAE8A6,A7F135CF49F92E0FD9D03B6F48C1BD65CE8BCC77
"Tetris (Bulletproof) (Japan) (Rev B)","Tetris (Bulletproof) (Japan) (Rev B).nes",49152,5C5A1AB8,127F9833BA881AA52A51C08409EFFA95,3542E1AD16969F1FFED2427C08AA231C0EDEA06C
"Tetris (Bulletproof) (Japan)","Tetris (Bulletproof) (Japan).nes",49152,0115EAF0,47BBDA794CD043A7D6C650B31E348A98,2F12DE06F8F37101EAB791A3B7F51DFD475E0AF6
"Tetris 2 (Europe)","Tetris 2 (Europe).nes",262144,5D2B1962,C37EF39EAD3552A99463EBD34180D510,50BD6D656759EC982F600FAEEA0EC674DFF86868
"Tetris 2 (USA)","Tetris 2 (USA).nes",262144,9C537919,3B697DF25030EC1375D26C6D3985EEE3,12C64449B7470AECF096B32AD2D19CC62BF99635
"Tetris 2 + Bombliss (Japan) (Rev A)","Tetris 2 + Bombliss (Japan) (Rev A).nes",131072,FD45E9C1,F94C915A3D818B02075AD39DDF1575D4,7A06EF6867F116CB9217D66813CC6E94E3DA4A33
"Tetris 2 + Bombliss (Japan)","Tetris 2 + Bombliss (Japan).nes",131072,3FF44F87,D270D530A6287D3FC3055B613EB3F52A,6D707AA6E1BC88DD905269936FF16A50F65BFBCA
"Tetris Flash (Japan)","Tetris Flash (Japan).nes",262144,2746B39E,2BD907BF34F87DBD3E3B0F90E4EE51C3,06890A6B8DADFFC2875CE4DBF82C9B314BE97AE1
"Tetsudou Ou - Famicom Boardgame (Japan)","Tetsudou Ou - Famicom Boardgame (Japan).nes",65536,4BB6B430,0C8965092E0001728C60697A43FF25B0,41F42DEE2080A99A66BFF0CC25728D19F8E6C8E5
"Tetsuwan Atom (Japan)","Tetsuwan Atom (Japan).nes",262144,794CAAB6,1408238A71F0020C289DAD338BCB6ED6,BA41FEA3FE23A834C9420F67D34BA591ECFE9FE6
"Thexder (Japan)","Thexder (Japan).nes",40960,06F15215,DA5AB2D850EB161477E4CEB2507A269F,AF3DEF42D08B60B50ADC490D87BA8C6324B1EECA
"Thomas the Tank Engine and Friends (USA) (Proto)","Thomas the Tank Engine and Friends (USA) (Proto).nes",262144,E46AEE21,8095A12C1B6512E547E878D9E0AB3A95,C2241E691EB1DF9E9F533C405ECCD7E842A2871B
"Three Stooges, The (USA)","Three Stooges, The (USA).nes",262144,538CD2EA,C88A679DB40A606F93EDB697C9422CC2,5C5A9D8B12DB810567E3F4EADFD0005956A2890F
"Three Stooges, The (USA) (Beta)","Three Stooges, The (USA) (Beta).nes",262144,1C9EA55C,E5DB0F535AC2DEED95394321B0D95F58,5740DD443A07DCED95DF37ADC4CA567EC11A78D9
"Thunder & Lightning (USA)","Thunder & Lightning (USA).nes",163840,D80B44BC,4949ABF2DDD7DED2A63465BFB35F6ACE,0B74C3BC599086AB5428DCA824F0EEEC5D8CCD93
"Thunder Warrior (Asia) (Unl)","Thunder Warrior (Asia) (Unl).nes",262144,3EEA372E,B477E9932D59CE7D3BEE5492157F732C,4704118A8525A2E4D8730D00E8D800B05FD3F2AC
"Thunderbirds (Japan)","Thunderbirds (Japan).nes",262144,7B72FBA4,1C37115C0865A74165681E8DAE3DC1E5,51CBA10AE65105F1FBEAF00994244C5402878840
"Thunderbirds (USA)","Thunderbirds (USA).nes",262144,2DDC2DC3,84884D8C62113A3F9EC97997BF8EEE18,512DAC9D8CB201C64176325FC7BD685DE14C4BD8
"Thundercade (USA)","Thundercade (USA).nes",131072,AFB46DD6,75FBC2F3B17DF931462013C690F938F5,0D3594D714F6FEFD7DBC35E063B298701C3CC384
"Tiger-Heli (Europe)","Tiger-Heli (Europe).nes",65536,40BFA660,55FBF65662D16FAC0E7ADD2BE833E86E,5045A576844ED029103C997E7D18FA3D98E26A1E
"Tiger-Heli (USA)","Tiger-Heli (USA).nes",65536,C3C7A568,A7F714F1D65FE923A37FF886E8FDDA2F,8972F3B8324B3BDFA96A6E73ED8B750615DD47F5
"Tiger-Heli (Japan)","Tiger-Heli (Japan).nes",65536,2E68ACFC,630F5C2D4CCFD00DB2B4CFCF5932155C,6775C06E3EF05AFFD891C96CAC14109D60FB8E80
"Tiles of Fate (USA) (Unl)","Tiles of Fate (USA) (Unl).nes",65536,3E1271D5,30CECC045D5CFB9007CECC20EA930406,1D3B449F06D9698A42CD6255E684D313D1DD98BF
"Time Diver Eon Man (USA) (Proto)","Time Diver Eon Man (USA) (Proto).nes",262144,E4E7C62D,2426E0B90E2C1E3C89B8771C29E7ED71,0E622F3436143A17ECE63225C4EAC5B1A8058711
"Time Lord (USA)","Time Lord (USA).nes",131072,13D5B1A4,8B179585FD5D6D7F4ECAA9196381A46D,A2D029E51A8E3D92BA17CB2E0A7D96FBC91D96CF
"Time Lord (Europe)","Time Lord (Europe).nes",131072,9198279E,C6809FA829814A356446CE0B36F60EBF,81DE1DE17FAF55735D1E13351BAB5E54BF715422
"Time Zone (Japan)","Time Zone (Japan).nes",262144,E305202E,C582486614FBA0F434C8B59E2D9EB575,18D1A1D01F114B310F2DDD52AE06ABF77B72F7BB
"Times of Lore (Japan)","Times of Lore (Japan).nes",131072,2FFDE228,3B3BA742DCC3E185AE7D4985056525C7,956A4A32999E39CDACDC146664B87FA96BF0CBD6
"Times of Lore (USA)","Times of Lore (USA).nes",131072,0F86FEB4,72E67409DFE1D61A6A3852E55ED5A1CC,31C77EF1B9A5E8A4DF131F07F198A455F5AF5FC5
"Tiny Toon Adventures (Japan)","Tiny Toon Adventures (Japan).nes",262144,91328C1D,F570E47B8A9F205ADD0581BEC6744E5F,4A8147011756D8AE802F3D4595CB28EE173964EC
"Tiny Toon Adventures (Europe)","Tiny Toon Adventures (Europe).nes",262144,A038AFF2,22C6313956BB85405B7F5A9FCE27FD9F,E374E472B7071A23CA966C5F002B79C85106802E
"Tiny Toon Adventures (USA)","Tiny Toon Adventures (USA).nes",262144,99DDDB04,B1170DCAB773C74CADC45F92B40ADAF2,3C011E4EA5EB7E93299347F8009E5BDF51E223EB
"Tiny Toon Adventures 2 - Montana Land e Youkoso (Japan)","Tiny Toon Adventures 2 - Montana Land e Youkoso (Japan).nes",262144,E4362167,2ED315E3926884CA82490F5B57080DEC,4A771856257130C4C867214BD173BA54ED80A919
"Tiny Toon Adventures 2 - Trouble in Wackyland (USA)","Tiny Toon Adventures 2 - Trouble in Wackyland (USA).nes",262144,81A5EB65,EC0DB0F12D557EC105B4A3C3FC93F3EF,BE4EF2B1260CBD0743B074BF3FC1D266C504D72D
"Tiny Toon Adventures 2 - Trouble in Wackyland (Europe)","Tiny Toon Adventures 2 - Trouble in Wackyland (Europe).nes",262144,C32E9672,F0B8E0A15774FFEB5449FA5DD311D0F8,A8817276C2D287CE853A8CB725F4612C4B23806A
"Tiny Toon Adventures Cartoon Workshop (Europe)","Tiny Toon Adventures Cartoon Workshop (Europe).nes",262144,C8EBD977,A959641073D04D08CB40C6493B9B382C,ABF3771857DB5AEC4E85AB254D54D5C3B7B24785
"Tiny Toon Adventures Cartoon Workshop (USA)","Tiny Toon Adventures Cartoon Workshop (USA).nes",262144,9E6092A4,690AABE65DCB8BB52F4D974E837EBF33,8B3CA684081CC60B40EA76AAB6B4E6F32B27F8A7
"Titan (Japan)","Titan (Japan).nes",131072,75901B18,E58716C9AB387572CFF50503D55EF473,2BD0F4B345D8ECCDED95C1899099E8CEE0ADF967
"Titan Warriors (USA) (Proto)","Titan Warriors (USA) (Proto).nes",131072,8366CF72,0B08CC59700973640E0C94B9668CF06A,0872D0D7CE758A1D309A9C47DDCB7A505794540B
"TM Network - Live in Power Bowl (Japan)","TM Network - Live in Power Bowl (Japan).nes",262144,69565F13,2A35220514B368553DA2332086F81EAE,191D43B72A198E9D3D0F6BAD918CD71D710595A8
"To the Earth (Europe)","To the Earth (Europe).nes",65536,790B295B,11C1B98BFE1EE53501EEFAD912BEBDC8,0815625D4E5A767435F67C4F49C4A09978BB53DE
"To the Earth (USA)","To the Earth (USA).nes",65536,DE8FD935,6E2A277A37C123D4279D2A9741847DA4,D270AC1F3A07D8526C29FCEE69896FDE8F4DCA5B
"Toki (USA)","Toki (USA).nes",393216,7FB74A43,DD0698C0D5511FC843C54D4C7509D4CD,1EA793F52EA2FEA9CF58DBF67B7EBEEA344CFACF
"Toki no Tabibito (Japan)","Toki no Tabibito (Japan).nes",131072,C5CFE54E,A7C237DC8004B028E0A0776542D3E5B9,87D816CCBFCEEE1CD0261EE06E3F16A2286F39F7
"Tokkyuu Shirei Solbrain (Japan)","Tokkyuu Shirei Solbrain (Japan).nes",262144,B70129F4,4CE24FCDEA0F2E6B504B679EFC7EAFC8,5BD2FB8D783090D50357A3941C3B3433B3EB2B36
"Tokoro-san no Mamoru mo Semeru mo (Japan)","Tokoro-san no Mamoru mo Semeru mo (Japan).nes",65536,6776A977,CF5EA7AEE6895DD7B8CB575268866892,6787A80EC56775E5B78E7CC44124DC39F4A0005C
"Tom & Jerry (Japan)","Tom & Jerry (Japan).nes",262144,4AEA40F7,6E4A88A9CD7010AD52374E37AB2E8DE8,7F637704891587B73CDFD6EC5B6CEC96DE00318A
"Tom & Jerry - The Ultimate Game of Cat and Mouse! (Europe)","Tom & Jerry - The Ultimate Game of Cat and Mouse! (Europe).nes",262144,B2781C19,198F0A0802CC9A557041BF272CD2E95D,FEDC255AAF15D7A9AA20E3142A30E1C9434B04D7
"Tom & Jerry - The Ultimate Game of Cat and Mouse! (USA)","Tom & Jerry - The Ultimate Game of Cat and Mouse! (USA).nes",262144,D63B30F5,716DD6985BC80A3C547CC84B2C8D75E4,E4D7FBE95FC5FA25BDCE3F0213D2051B1D013A0C
"Tom Sawyer no Bouken (Japan)","Tom Sawyer no Bouken (Japan).nes",262144,6800C5B3,38E350EA3A43179216E93FD57A310B1E,84DB85EEE17B616F38C6126703FF6C96298999E7
"Tombs & Treasure (USA)","Tombs & Treasure (USA).nes",262144,50D296B3,5C7222553020AE8940E4AB9DE5CB9342,EA2187D4F7A15734F6B5A855421C635F298AAE9E
"Toobin' (USA) (Unl)","Toobin' (USA) (Unl).nes",196608,5800BE2D,6D87B3CB41D36EBA79E6E5CC3A6666F1,577017FD038B0F5D0B2835E3259C2165D4860A21
"Top Gun (Europe)","Top Gun (Europe).nes",131072,D78BFB28,E8AAAC8F5A98E8CBF9A9EC326CA5AB0D,A9A6B03AE4E260D01067352B3E64915DAF2B4786
"Top Gun (USA)","Top Gun (USA).nes",131072,4E22368D,019214D25E5B2B340E2270BDEAB5B520,C192B29063912E15A8E91A97F4785EAEB4A13FB9
"Top Gun (USA) (Rev A)","Top Gun (USA) (Rev A).nes",131072,CF6D0D7A,52499A94210795DF29A452A86766BB22,C0FCC0E837E3EC8B075685BB27908037CB57AF2A
"Top Gun (Japan)","Top Gun (Japan).nes",131072,37CB1801,FB40285E00308735C391D11E750DB823,8940487A99647FD965732EB5791BBDEAE9E1FB8F
"Top Gun - Dual Fighters (Japan)","Top Gun - Dual Fighters (Japan).nes",262144,CA96AD0E,CACBCE2F3BDA5FCC35353D4E335FC6B0,FD240D2B71F7F1BB723867C02827544CA89F0863
"Top Gun - The Second Mission (Europe)","Top Gun - The Second Mission (Europe).nes",262144,E1C59D94,21CC269069C8392C9C2065F38D9CFB14,E310219646244C6E11E0C11BCB29FD021510215F
"Top Gun - The Second Mission (USA)","Top Gun - The Second Mission (USA).nes",262144,6F8AF3E8,346538E958A08F8512E21D127BEC48C8,DA4F0DAABA619C8EBFFAFC48D97B9699D78B014E
"Top Rider (Japan)","Top Rider (Japan).nes",163840,47232739,2DE123563D77A6819C1AB0C8F3F6AF3D,8865F4B54B725B95A1A86E6046AEF401B5C2B6A5
"Top Striker (Japan)","Top Striker (Japan).nes",262144,2447E03B,E5AC9105E181E14F57740CEEAE643A54,2185F8F3D0FD282C034DC397AE3301DE76139EB8
"Total Funpak (Australia) (Unl)","Total Funpak (Australia) (Unl).nes",196608,06406EB9,A317D06328E38DAA0C41EADD874B6F19,31074FB8EBD1B96F4A5F0F391E8F9CA5B1BA96AC
"Total Recall (Europe)","Total Recall (Europe).nes",131072,FC3236D1,4826AE64AD8AF18CE3D8415F6CDCB6BD,30670C049052CD9BB286C9F8C0C149FF7A241130
"Total Recall (USA)","Total Recall (USA).nes",131072,248566A7,EBC2DD139240C6A138EB466E4D88C05D,7A546CF7779765AA4CB2A76CDFB3CBAF7F804612
"Totally Rad (Europe)","Totally Rad (Europe).nes",262144,02E0ADA4,41B86CDB730F66B1143E61D1BF03ED11,8DC6CBF34EA4A5D4666D73720CF8E6E4F9C7D270
"Totally Rad (USA)","Totally Rad (USA).nes",262144,B629D555,046E0FC4A03AFBB58FC7ED7671698D33,C9FE3F6CBED5C38C5989C4FE511A715E9A280398
"Totsuzen! Macchoman (Japan) (Beta)","Totsuzen! Macchoman (Japan) (Beta).nes",131072,FBDD0F1B,B3572B73C946402891A690F6BB7F2A03,46CF20CF6703B32B8D057B926D6235AD4FC20061
"Totsuzen! Macchoman (Japan)","Totsuzen! Macchoman (Japan).nes",131072,E24DF353,A7A58AECB63727D8B5D59DA49F0DDAD7,704BCB055EEDE102D2489DC4533B5BE622DB0A2B
"Touch Down Fever (USA)","Touch Down Fever (USA).nes",163840,EA4EB69E,694F402578C6905E72285CFF5C1E12C0,DBA512B9EEE01549D3939297FD463681CFF92F11
"Touch Down Fever (Japan)","Touch Down Fever (Japan).nes",163840,67A3C362,4C4309433AE89D9B3EFE10AFF8E5A9DB,2839CB202BA9C89F30348B3F8CCE454241FC0F3E
"Touhou Kenbun Roku (Japan)","Touhou Kenbun Roku (Japan).nes",262144,97BC4585,EE612FE206B5A9CEA4E6EA59A4B3FBC7,D586FFF4C5ACDB3EB302AD9D03279FE62BF16E07
"Toukon Club (Japan)","Toukon Club (Japan).nes",393216,EA3E78DD,C8E658A4CDDB86165B38FE2B5A15EB0B,6A8B5768F50F9CFE21897D26F28E98D3EB6A0FB1
"Toukyou Pachi-Slot Adventure (Japan) (Rev A)","Toukyou Pachi-Slot Adventure (Japan) (Rev A).nes",262144,162CCBD0,CA2251EA6900D17A54E91871C93F09DA,18F71B0084F8CF65BD24CC3573B28ED65EC4688C
"Tower of Radia (USA) (Proto)","Tower of Radia (USA) (Proto).nes",393216,D6190C63,F8692DE795791BE59CD22B421C200954,D6F793D29D17D6D5ACE037AF51B169DC1DA45D92
"Town & Country Surf Designs - Thrilla's Surfari (USA)","Town & Country Surf Designs - Thrilla's Surfari (USA).nes",262144,7E57FBEC,1DA4F3FA8F3041C441C04CCADBEE7EA0,EB86CEEFF011B93A81630B0D5118876581BFC72B
"Town & Country Surf Designs - Wood & Water Rage (USA)","Town & Country Surf Designs - Wood & Water Rage (USA).nes",65536,D3BFF72E,9F97CE5192B42ECA6B22180A4E23718A,5AFD9664716116B498354B4048D743D98540BF79
"Toxic Crusaders (USA)","Toxic Crusaders (USA).nes",262144,F009DDD2,3268089218C08D38D77B6FDFA5A2092B,C5C2A7768710D9E13B28008C78846B0EBFB8C311
"Track & Field (USA)","Track & Field (USA).nes",65536,9C9F3571,7DEF939A80CB14D296DA855EB40EB722,C76212E682C0FB725B542AB11EFFB3A48137B0C8
"Track & Field II (USA) (Rev A)","Track & Field II (USA) (Rev A).nes",262144,7FA191E7,3B0A18329C99345E62A2442A4CB102BA,C835985E31C1194073F5A843419F220D41C8AAFA
"Track & Field II (USA)","Track & Field II (USA).nes",262144,09C083B7,4621BB73DB9D6FA48D9EDF9E806D7555,87E7943769CE95747AC80DA044B2CF9E63410AF2
"Track & Field II (Europe)","Track & Field II (Europe).nes",262144,C53CF1D0,AE233A5FF570E664ADFBBA502C67488E,A16F303BAA02EAAED3215FD4123BA09D32481774
"Track & Field in Barcelona (Europe)","Track & Field in Barcelona (Europe).nes",65536,5D99053D,AA343BBF4386FE14283C46D9EF3ADE84,8456C28C0BE7B60FB185CC76312AF7A5E188A886
"Treasure Master (USA)","Treasure Master (USA).nes",262144,B918580C,3ECCE238AF49AE27804D17E71A4AA958,5F86948D6CC9A1225EA142A6C63051A8D5F68DC4
"Triathron, The (Japan)","Triathron, The (Japan).nes",262144,CC3544B0,374B8690C88DD25797CB3D51128520FB,1A973BC6F601ADD532FF122AABB342C66013A72D
"Trog! (Europe)","Trog! (Europe).nes",131072,B6B5C372,AF5F6503C12D6F05F2D7C141A37797F0,60065354F49A9880407E871AD8D9EB6784004CFE
"Trog! (USA)","Trog! (USA).nes",131072,EE6892EB,993632B235D7D969207CDD273FF7533A,29CA7CC398B855472C9D94E7581BE8288468382B
"Trojan (Europe)","Trojan (Europe).nes",131072,4F48B240,AD7A8E1F8A416F15B21E5B7F4A5A1C40,A4A60000249DE76D2D4100CDB5C3DAE0C7137F15
"Trojan (USA)","Trojan (USA).nes",131072,FC3E5C86,7A35172F2C7EDF08D63D256252C725E5,4ABE6B51844F9A884BD5ECE64AB0D2B5DBE0E16B
"Trolls in Crazyland, The (Europe)","Trolls in Crazyland, The (Europe).nes",262144,E681B300,9C9956CEDC2E89E35BB537634887907A,BBAE8ED1C54B15A14B236BE3C89E9B97326A8D46
"Trolls on Treasure Island (USA) (Unl)","Trolls on Treasure Island (USA) (Unl).nes",65536,C47EFC0E,34368FE8FCF0AB903E1FE29F450069C9,FD1696FD470998E09D37C48600D87B36D4C04738
"Tsuppari Oozumou (Japan)","Tsuppari Oozumou (Japan).nes",65536,90ECDADE,B307624FE0DF7AFEA7598C5CAA700261,68BEAFCA8429001543BE0ABF23911866B98FECF9
