romExtensionlessFileName,romFileName,romSize,romHashCRC,romHashMD5,romHashSHA1
"Attack of the Killer Tomatoes (USA)","Attack of the Killer Tomatoes (USA).nes",262144,7C6F615F,5E0407D7E35334CCCB2AC15AA71162D1,271C03C6ADF5A2D310C7EF6ACCFF7BE0CF9F3510
"Attack of the Killer Tomatoes (Europe)","Attack of the Killer Tomatoes (Europe).nes",262144,A6153536,4DFE00D3CD3CAB80D1603EB859CA28E2,62DB914356EFE43D9E693E8D379D896D0213494E
"Aussie Rules Footy (Australia)","Aussie Rules Footy (Australia).nes",262144,D630EE8F,9C283FED43A9103BFDBD41A7ED8619CE,4B1055C6881E770D4C0A537A868879EC1BD67B0E
"Auto-Upturn (Asia) (PAL) (Unl)","Auto-Upturn (Asia) (PAL) (Unl).nes",98304,47918D84,F37637BF09C6B5AC363FB78E0FFDB43D,587E90896E17897682E80B43643A22EC336ED54E
"AV Dragon Mahjang (Japan) (Unl)","AV Dragon Mahjang (Japan) (Unl).nes",131072,3D3FF543,3BBB4390020604B0386C7D3DB633EB87,04D5624EBDF11E874061BC2897676757A35D26F8
"AV Hanafuda Club (Japan) (Unl)","AV Hanafuda Club (Japan) (Unl).nes",98304,D201EDCE,9CC2A3CAF9D99E8F4ABF76B4BD7FD202,1AB31385FC9E3A3DD75DB297AF1361DBB7FB7B75
"AV Kyuukyoku Mahjong 2 (Asia) (Unl)","AV Kyuukyoku Mahjong 2 (Asia) (Unl).nes",262144,77DA06CF,A435CB272D776CDDAF3E5CA8749EB719,9ECB8FA3FF30C77D4F0CC7BF44CB2B33E2F3F004
"AV Mahjong Club (Asia) (Unl)","AV Mahjong Club (Asia) (Unl).nes",98304,14F477C3,F2D588B69A5B6101777FF78929B73733,2D8F4656698937A7616A61D82B47232D939E68EA
"AV Mahjong Club (Japan) (Unl)","AV Mahjong Club (Japan) (Unl).nes",131072,C829007E,078A8CF0740EC12CF111DDCF4DF83511,2F5BE1674B3DEA4A389CE9E65127563D65DC8813
"AV Pachi-Slot (Japan) (Unl)","AV Pachi-Slot (Japan) (Unl).nes",98304,9A23A458,D4DF05C7B7E6AD8BA369577F6BA0B42D,4A07E9F76E449311198192A3A5B1D0399E7D8607
"AV Poker (Japan) (Unl)","AV Poker (Japan) (Unl).nes",98304,477A478D,85137315B406729CF261B264720BBC2C,7B013226427A2108D653726125E338F7703A8406
"AV Soccer (Japan) (Unl)","AV Soccer (Japan) (Unl).nes",98304,DA430FB3,D3A07AFDCB48F84F97ADF5570E5218E1,BB553D0FAC74BB910AFDDFF09625F3FF013BB98A
"B-Wings (Japan)","B-Wings (Japan).nes",40960,74F0A89F,1091938EFD3030A1745B389B04FC3817,1862126A3D8B8E37AC0571AA76309D0BB2DD8DB2
"Babel no Tou (Japan)","Babel no Tou (Japan).nes",65536,8AF25130,8C8F77E2931DACD577642031772D20FA,F6BEA9EA9ABF81E604EA1BA09BD0D49F396EC8C6
"Baby Boomer (USA) (Unl)","Baby Boomer (USA) (Unl).nes",81920,BBE40DC4,06D42E38B367823F7A44B18EC449E172,D2899308F62272D0547E8D42240BD1D20C61F4E7
"Back to the Future (USA)","Back to the Future (USA).nes",65536,A55FA397,A14E90DA461526694C0620CE040EB169,35E99338DBD988F90D5636688C34C6B181FFEFF0
"Back to the Future Part II & III (USA)","Back to the Future Part II & III (USA).nes",262144,37BA3261,8829D7AB1EFA5AF5E309D4FB2B8574E3,4EF017EF87D84DC15B2C1F919E05066BE9559DC8
"Bad Dudes (USA)","Bad Dudes (USA).nes",262144,161D717B,B30A3F09B86F3ADAB09A36BFE674544C,19707A3B2444BF8D6EDF8213C81245D9A785E8E6
"Bad Dudes vs. Dragon Ninja (Europe)","Bad Dudes vs. Dragon Ninja (Europe).nes",262144,8C252AC4,5299B041D9AB9B690F962D5B68742590,B50258243F94EC6FD140CC786466DF645A7F7CE1
"Bad News Baseball (USA)","Bad News Baseball (USA).nes",262144,40DAFCBA,7FAF90637145B04A2F0C21D05960A7DC,2809B947227C8C703981C96D3007193434D5BCDD
"Bad Street Brawler (USA)","Bad Street Brawler (USA).nes",131072,1AE7B933,0C00D53CAE957081E1C203ECE3549CE9,76D29C013CC6B09AA71875B9A458FFE92FF885F1
"Baken Hisshou Gaku - Gate In (Japan)","Baken Hisshou Gaku - Gate In (Japan).nes",262144,27C16011,522BEC49C24E5D7EF5ABAC7A005A41BA,780ED4C78F02001B364026649B42EF7D9104588B
"Bakushou! Star Monomane Shitennou (Japan)","Bakushou! Star Monomane Shitennou (Japan).nes",131072,6CD9CC23,1DF378F67B0AB1ACC72F168F4649787E,C880D8F166D99783BBCA0AB8FB9CC5F9783147D9
"Bakushou!! Ai no Gekijou (Japan)","Bakushou!! Ai no Gekijou (Japan).nes",262144,DCD8D6F4,6101B37C006C5DBD49570704481A451A,83E7FFAAC5E41C11D1E52F9F414E9B4EC3B49FDC
"Bakushou!! Jinsei Gekijou (Japan)","Bakushou!! Jinsei Gekijou (Japan).nes",393216,ADF606F6,5C40D418163B52EE8D30C293DBA7D03D,6BBA730E2D3B30DECAA4D89EE4DC27EEDCE08F9A
"Bakushou!! Jinsei Gekijou 2 (Japan)","Bakushou!! Jinsei Gekijou 2 (Japan).nes",393216,BC7B1D0F,F60C00DBB6E9C5A37298B76527DA3918,56579E6C63B7BAAF50FB506F80FE775D8ACFF068
"Bakushou!! Jinsei Gekijou 3 (Japan)","Bakushou!! Jinsei Gekijou 3 (Japan).nes",524288,AEBD6549,3244D805C4DA01C00E252BDF71925D7F,D67AB33824DF6873C5DE174C522959CABA799089
"Ballblazer (Japan)","Ballblazer (Japan).nes",131072,484A60DB,081B835396943AB7E43CAEF78D7DEBCB,DECB7197AAFBEDCE23F3C9DA0F51BC27DF06C399
"Balloon Fight (Europe)","Balloon Fight (Europe).nes",24576,E54138A9,3EB2A56C3C7656B21F29942D24F42C95,787FCA2F777B37D83945549E64F05BC74413E239
"Balloon Fight (Japan)","Balloon Fight (Japan).nes",24576,2B462010,1457475741846A01399DC663135A60C1,0F85A4D325B97D7977177B9C7808F0558239766E
"Balloon Fight (USA)","Balloon Fight (USA).nes",24576,401349A8,70C309CB6B9EAD20C06D554CF48B3993,57F86E49372AE44DA79F269973E7DB4F443D0B98
"Balloon Monster (Unknown) (NTDEC, Gluk Video) (Unl)","Balloon Monster (Unknown) (NTDEC, Gluk Video) (Unl).nes",40960,0B3513A0,88384318CCB8852FF591E836EE0E719B,DA908B14D2A0F8C174DF44FAFBB4FE180AC629FE
"Balloon Monster (Unknown) (Gluk Video) (Unl)","Balloon Monster (Unknown) (Gluk Video) (Unl).nes",40960,905B93F6,9E549928AF63DAD7BD95AEE90A6F9C02,AFFFFA5489B7D229B3741A23761CA38246AE4EF1
"Baltron (Japan)","Baltron (Japan).nes",40960,1F2D9DB7,332A5F6589B9930E79B224848493FADB,544203A8304A7922A46579512665C743527CA1E6
"Baltron (Japan) (Beta)","Baltron (Japan) (Beta).nes",40960,1E407387,C18074C3E9B7357E1ABCCEED45FC6215,DEAD834974E4DE6802FFEE26DB18B0566905E19A
"Banana (Japan) (Beta)","Banana (Japan) (Beta).nes",49152,CF4483AF,9EF075B3FAC413336E9EFDA968AD85AF,003AD76CD9D6BEDC7CA8EB0C6E6334634ABE1EED
"Banana (Japan)","Banana (Japan).nes",49152,86ACB36B,7106E15850BD910E0E0664351D15D703,C77100CA6EABB0F0D10A516BE2A7C4C50E2D3943
"Banana Prince (Germany)","Banana Prince (Germany).nes",262144,8A65E57C,5A16B55EA933FE0CD1AA5F8EC823152E,13CE9937A83E975B06D6D760347B940DED688797
"Bananan Ouji no Daibouken (Japan)","Bananan Ouji no Daibouken (Japan).nes",262144,66ED9C00,F16047CDD27FB81571B453A29AF0004E,2228C8D8F5CDF6316A7825B31356096615EA7D21
"Bandai Golf - Challenge Pebble Beach (USA)","Bandai Golf - Challenge Pebble Beach (USA).nes",65536,6CD46979,1EB9657E9573A4E6F79575657DD2ACA1,085D29641DEFC36FABB3D95A1DEA5D1665902104
"Bandit Kings of Ancient China (USA)","Bandit Kings of Ancient China (USA).nes",393216,15FE6D0F,65996893809D136CD6935252DECE148B,CE987AFB281F7D2B323AF43C3EF7BEC7DA045C63
"Barbie (USA)","Barbie (USA).nes",262144,5B6CA654,682F1344778EE49FD77189CDE5747F9F,58011155EA6D62AF65C8A9D776DD8363FF40EDDD
"Barbie (Europe)","Barbie (Europe).nes",262144,D364F816,9171BAD743A22AF653DE81EF1503F018,F62ACF9818E805E234875D11702DCC9E19D83AA2
"Barbie (USA) (Rev A)","Barbie (USA) (Rev A).nes",262144,18B249E5,D09FF4D1649E9E1F048D4B82FE265D1A,F18C7D82F624C6EFEB73E0A212997A28B90BDF85
"Barcode World (Japan)","Barcode World (Japan).nes",393216,48CA0EE1,1702FEEB2ECB4AA701C6BE88B105E2DB,2DBC7AF03E591D7EE0FD9198AF86C459272367FE
"Bard's Tale II, The - The Destiny Knight (Japan)","Bard's Tale II, The - The Destiny Knight (Japan).nes",262144,C4E1886F,987F635B6DE871BBE335CCAD06186DAF,6C2458AF83ECD6C19416E9477548D1881932E142
"Bard's Tale, The (USA)","Bard's Tale, The (USA).nes",131072,9B821A83,A4309FA076EBEDDCB28A25F53746D4DC,3CB2C31F2F7E3A0F254353C4B88190103254703E
"Bard's Tale, The (Japan)","Bard's Tale, The (Japan).nes",262144,7EE02CA2,CDB30636EDDB915AD9F8001D7480E45C,E22AE723541184ADF7A81D824AD003CFD59AB485
"Bard's Tale, The - Tales of the Unknown (USA) (Beta2)","Bard's Tale, The - Tales of the Unknown (USA) (Beta2).nes",131072,FA434E09,40A169BEFE50E2DCD25E6225D4979BAF,70514C35FAD8B49B7F7440EBB708E1AC1F9FDBB3
"Bard's Tale, The - Tales of the Unknown (USA) (Beta1)","Bard's Tale, The - Tales of the Unknown (USA) (Beta1).nes",131072,4ED5AA56,528E598E6E7E2520E5DF456C5D713713,C7EB66A81D0056F7D24FBFDECC78BC095B37C1D9
"Barker Bill's Trick Shooting (Europe)","Barker Bill's Trick Shooting (Europe).nes",196608,1F6660E6,BEFEF9B6EB843373DB17DA6E34F72F5B,C22B448E263F25562816E09057233255B0AD735C
"Barker Bill's Trick Shooting (USA)","Barker Bill's Trick Shooting (USA).nes",196608,4318A2F8,9059F13E69E0A8ACEAF3A923FE51FC5F,6757C210403E2DB99ECD1B84CCA5E73B44882D0C
"Baseball (Japan)","Baseball (Japan).nes",24576,78A48B23,E7AD2EEC634820B0CE3FD11BC76E64C4,88102904E085DFFD8B795A0F853F8CD063AA2FDC
"Baseball (USA, Europe)","Baseball (USA, Europe).nes",24576,AFDCBD24,576AB245B4F04C670AC312AB0D441697,1168BCADC228F43B7FD9C66187D5F309131DD847
"Baseball Fighter (Japan)","Baseball Fighter (Japan).nes",393216,BF7F54B4,E755ADA8A06DC558290FE52EFAF12681,2C0DADB3E0BBD9ACCFE681366A0EA8298ECED161
"Baseball Simulator 1.000 (USA)","Baseball Simulator 1.000 (USA).nes",262144,1F6EA423,D474CA3FE3CEB6D1025A1260DA313223,A2E9E58D5E12A87BEAF14EE6E485D0BD95E9876E
"Baseball Star - Mezase Sankanou!! (Japan)","Baseball Star - Mezase Sankanou!! (Japan).nes",262144,AE5C3D94,27DDB92AAB6A2017C3F90BC9698CCA7E,956371512B5827526399E09186D14EB1BC6DF22B
"Baseball Stars (USA)","Baseball Stars (USA).nes",262144,40D159B6,657933B8730E30A080A85C4C04C15D38,3DE60E3341975C5E96C194A5ABBF20C0D62C4C8D
"Baseball Stars II (USA)","Baseball Stars II (USA).nes",393216,18A9F0D9,1BDB93E1377E28DEB5F6E89FF6619948,2F8A9FD8CB6BB23E6C6285C2999A7D6E6B8CD686
"Bases Loaded (USA)","Bases Loaded (USA).nes",327680,B4241FCC,48DB3A9AD15EEDD843806434ED5DE099,4F6F7340B707EB50F1BD989157A201FC98A29FED
"Bases Loaded (USA) (Rev B)","Bases Loaded (USA) (Rev B).nes",327680,6ABAD366,018ACA63220B93506076F4784A27C0B8,4A8C86610D6BCDAAD96612F194221F423EB43F90
"Bases Loaded (USA) (Rev A)","Bases Loaded (USA) (Rev A).nes",327680,DAEE19F2,886DE19635FEA502B194A1ABB287BC18,EF90A357F8CE3B060CA4C14973BCC910B2C6668C
"Bases Loaded 3 (USA)","Bases Loaded 3 (USA).nes",393216,3ECA3DDA,375B68C8E71D7383335038692DCC9B53,DCFC2EB1BC346FE7E8026E845E8711344696B1A6
"Bases Loaded 4 (USA)","Bases Loaded 4 (USA).nes",393216,28F9B41F,5F4CC27B9B114A93EBB59A76912D4911,20D7C80529312BCC24C4FBD8F727A304AFFF3102
"Bases Loaded II - Second Season (USA)","Bases Loaded II - Second Season (USA).nes",393216,B9CF171F,AE27E56F5BE0340965EA6035D90B4A15,6662E799365111B151B6D28D3570CD06A2CDE9D4
"Bashi Bazook - Morphoid Masher (USA) (Proto)","Bashi Bazook - Morphoid Masher (USA) (Proto).nes",262144,7C7A0A73,CE94302108C1288FD5BB8278DE49212F,36BAFC566A8DE83CC75EFFC20F69F981F477F6CC
"Batman (Japan)","Batman (Japan).nes",262144,4D7859A9,8D62789736881122E00FE876FEDC4A4C,25AD2F34FFB87CFFE006F082D121B878EBC91015
"Batman - Return of the Joker (Europe)","Batman - Return of the Joker (Europe).nes",393216,BA327FD9,6F8B376C96E904C2959951CC813AC78B,3F46FA8DF32CD8B790523B485444A342A84194B9
"Batman - Return of the Joker (USA)","Batman - Return of the Joker (USA).nes",393216,03EC46AF,830111DF30B8511562D4FACA6AEB792D,14289A6DFA8B85EF2C06FA81D6ED61AE7C2868D1
"Batman - The Video Game (USA)","Batman - The Video Game (USA).nes",262144,13C6617E,341F6FD28FCDC7E246DED2750DD1C1E9,A6C56AC787FF11A67921867FFC9F79A57A382657
"Batman - The Video Game (USA) (Beta2)","Batman - The Video Game (USA) (Beta2).nes",262144,CB8F9AB7,5E46EF711BC3660299F5290A6FA4CDE4,0A3F0E133ED5B2B2497B5E05B956F244EFDBDEB5
"Batman - The Video Game (USA) (Beta1)","Batman - The Video Game (USA) (Beta1).nes",262144,816AD178,FBAC031D8C0E38742DCCD1BAAE70BDD1,BE0377E9D69625BB3ED1903AD652AB0925335F74
"Batman - The Video Game (Europe)","Batman - The Video Game (Europe).nes",262144,D0F70E36,F483943A8FEE4FB7D9BD636ADA925A01,B65A7F6E36C2071D64A7ECD04B1E4732968AC410
"Batman Returns (USA)","Batman Returns (USA).nes",393216,C247A23D,077AEF22BAE04DBF287EBBC03806DA3C,C3615A7DBF65D6B6AF607D5ACD9919AF48AF0DD3
"Batman Returns (Europe)","Batman Returns (Europe).nes",393216,79D48F34,31C34AE734B7737E77518AF288175303,6AAC31ADF8FB794AACCA20A4566D7FE94D4026D4
"Batman Returns (Unknown) (Beta)","Batman Returns (Unknown) (Beta).nes",393216,78CC796B,0E898E4AE3F56C5921CD831256C8BE43,B65815AAC750B931FBDDD531C5939A0BD1376EDD
"Batsu & Terry - Makyou no Tetsujin Race (Japan)","Batsu & Terry - Makyou no Tetsujin Race (Japan).nes",131072,F989296C,FBC46D607EE554C8388D2903138CE7EE,60C90F38178381CF7C1B1934E9510494950C6A2B
"Battle Baseball (Japan)","Battle Baseball (Japan).nes",524288,83EA7B04,3BBCC229A6FF6CDC5D5A123F71FB0E84,E521AAB5156EE802D9A3D064580249E2011158FE
"Battle Chess (USA)","Battle Chess (USA).nes",262144,2C2DDFB4,8A67C9A6DA2A20E6808A7C82A4839474,3EDFED96531AC671DD6F5BD468B708E73200A8FB
"Battle Fleet (Japan)","Battle Fleet (Japan).nes",262144,B5FF71AB,F3CB6E1A6022E503498C10DC463CFE95,442E581079AFB3A36FB110C5199F56BD2B5E496A
"Battle Formula (Japan)","Battle Formula (Japan).nes",262144,2B4D80AE,0D593C62D60E59170927D629AA9C389A,AC13516A0CD33273DBD92A013C14179B5ACC2DA2
"Battle of Olympus, The (USA)","Battle of Olympus, The (USA).nes",131072,6B53006A,FD643D07B01072A1376353BD37B1F8C6,6027C3631B18C7352531E4339D7B33D12C4C4E97
"Battle of Olympus, The (Europe)","Battle of Olympus, The (Europe).nes",131072,A97567A4,ABF97D9E3E1C97EFD93FB90BE6824E89,D70BCA094B244FAC0F126F80AF31139FA3F0C49D
"Battle Stadium - Senbatsu Pro Yakyuu (Japan)","Battle Stadium - Senbatsu Pro Yakyuu (Japan).nes",262144,61A852EA,220D3E5C44C1C54F713DE22C7DB77C95,CD95D48536382AC6C3182BD89023DC6FEB20A2D8
"Battle Storm (Japan)","Battle Storm (Japan).nes",262144,8E373118,4DFFB073F6D903A43D21C0BE8FC0F777,26E47E25ED56A8F8D730956CA10E9D203857F2B7
"BattleCity (Japan)","BattleCity (Japan).nes",24576,7E053E64,A41A8A46771160E97EE5967365C07C83,65185A71DBBC4C2BE3CDB80182B10F761D75E848
"Battleship (Europe) (En,Fr,De,Es)","Battleship (Europe) (En,Fr,De,Es).nes",65536,FC5026EE,74D574AABC46363950606CBA497E5779,979B2A67E0487D1120454DD69EC0B9E5FC379687
"Battleship (USA)","Battleship (USA).nes",65536,50CCC8ED,EBAF268D47A21F47E04863A7D5413972,4946AD51863998F11BA26394BBF4B49C864D2176
"Battletoads (Europe)","Battletoads (Europe).nes",262144,524A5A32,DBF8909B943AB0F7ED0F210CE85FAFAF,E13626A09AD745BC5D9FB0972383DBF358DEADDC
"Battletoads (Japan)","Battletoads (Japan).nes",262144,9806CB84,318D9C03FB183F6F8CD2FC89FDD0DBB2,A93BF8DFC5E276B2A4E99E64620242185526672E
"Battletoads (USA)","Battletoads (USA).nes",262144,279710DC,EEFAC97AC3B85048F3685E1623210EFB,D85C9FF489672534FBF61A15F8FA56FFF489A34B
"Battletoads-Double Dragon (USA)","Battletoads-Double Dragon (USA).nes",262144,CEB65B06,728A4C80306DD3DEBB8BA90868376255,A14563325B0F33C358142E7363D31614722FDDB1
"Battletoads-Double Dragon (Europe)","Battletoads-Double Dragon (Europe).nes",262144,23D7D48F,9D82467A5C2A3138451F6DFE67F6848C,6A6579963319CC14DA457C963FA43741BFBF645C
"BB Car (Unknown) (Unl)","BB Car (Unknown) (Unl).nes",40960,7F9C1DEC,D8CA1531F63184BBA7049522B802E405,2306A1A9F7003A446D837F9D7F5AB2E4BF65E0AD
"Be-Bop-Highschool - Koukousei Gokuraku Densetsu (Japan)","Be-Bop-Highschool - Koukousei Gokuraku Densetsu (Japan).nes",262144,2BFB1186,DC9FC81E5BC2F868D0889B65D11F19EA,EF6E94731E57ED4AC971D8B3BE5D783C3546478E
"Beauty and the Beast (Europe)","Beauty and the Beast (Europe).nes",393216,C4E81924,A360EAFED210509C582193CE54F5A831,39333A8F71CB98A4283E2779D087C02E4E2EE400
"Bee 52 (USA) (Unl)","Bee 52 (USA) (Unl).nes",65536,6C93377C,3602683FFF8FC5B0DEE5982422BC2D96,CE2A5EF736ADC5EDF7417609B0446E10B6E61C1F
"Beetlejuice (USA)","Beetlejuice (USA).nes",131072,EB84C54C,36F9C268D5152085C914EB732392848E,E62A1EEB5B88C4B812858C741907F6FE51765E56
"Best Keiba - Derby Stallion (Japan)","Best Keiba - Derby Stallion (Japan).nes",262144,A1A33B85,EC1D2136C9A19AAE8174B237A8347CD1,87FEFD2FF030DC353BDCE2670D082158208CB307
"Best Keiba - Derby Stallion (Japan) (Rev A)","Best Keiba - Derby Stallion (Japan) (Rev A).nes",262144,83EAF3B1,FAD69AC51C0FFD8134EB40CBA6E3CEBA,2EAD41321E8AD4DF377CCCAFC4745829ECB94EF0
"Best of the Best - Championship Karate (Europe)","Best of the Best - Championship Karate (Europe).nes",262144,BD339E75,4A74D0B34C84910CCC7D402D1B40BAEC,380774901336F90C2A136084801B89B7F2256729
"Best of the Best - Championship Karate (USA)","Best of the Best - Championship Karate (USA).nes",262144,A6A725B8,E39EAD8EBEBFACA82C304EACDA4B929A,3B01A043EB47AA2503A28A861EB686F1505E9A76
"Best Play Pro Yakyuu (Japan)","Best Play Pro Yakyuu (Japan).nes",163840,3BBFF3A6,ABA481539816B3AD051718EAC8661376,79ADBDABC63C17DF8ADA9CEF5396CED8BD5BCF0E
"Best Play Pro Yakyuu (Japan) (Rev A)","Best Play Pro Yakyuu (Japan) (Rev A).nes",163840,E19293A2,4A9EB312A44DE4AC080D9CFB28E98A94,4FF9772497E604216463904B0572E3F1C6A87177
"Best Play Pro Yakyuu '90 (Japan)","Best Play Pro Yakyuu '90 (Japan).nes",262144,974E8840,9BD7A47497EC48091D600CCAA1C00EC5,8F228F38437423388A2E0860C05B1798E20CFE95
"Best Play Pro Yakyuu II (Japan)","Best Play Pro Yakyuu II (Japan).nes",262144,C2EF3422,5C9E9B42032E6FD7450C031718B9042B,CE103FE6971E2F97B82F13B8011C592039F46265
"Best Play Pro Yakyuu Special (Japan)","Best Play Pro Yakyuu Special (Japan).nes",262144,B8747ABF,E34D150921EDD693A720BD75789DC895,340F507CFC3F3827EE0B7269814E08D634B807F4
"Best Play Pro Yakyuu Special (Japan) (Rev A)","Best Play Pro Yakyuu Special (Japan) (Rev A).nes",262144,C3DE7C69,AD5ACA29C11226732C0452649836E4B8,E847474C0576D394125245695D7E3A49D66F7956
"Bible Adventures (USA) (v1.1) (Unl)","Bible Adventures (USA) (v1.1) (Unl).nes",131072,73C246D4,8288C07B0495C4BB433ECA9DE5035BE5,6444C22F65686E48DEDF85BD7D86F11CAE13ED6A
"Bible Adventures (USA) (v1.3) (Unl)","Bible Adventures (USA) (v1.3) (Unl).nes",131072,73140EEF,A73AE8ECCD06A5030AC48C4C03BBD774,D84C1C88FD0D5B0A65F6D8F28B1CA37A5AD36C91
"Bible Adventures (USA) (Unl)","Bible Adventures (USA) (Unl).nes",131072,40A5E676,F62A480BA4A0B374EDAF8AC0373C872B,CC61D76FD73FD6FE66C068C5B806988AF78DCA25
"Bible Adventures (USA) (v1.4) (Unl)","Bible Adventures (USA) (v1.4) (Unl).nes",131072,680DA78D,AA7D0C04976A94B8AD4AE9E26EE42BB8,D584942EA61915316302E85DE652D9F20479C0F5
"Bible Adventures (USA) (v1.2) (Unl)","Bible Adventures (USA) (v1.2) (Unl).nes",131072,7F24EFC0,181DD6266604A7A943FD62859C43DF25,7D28FF707DF69A62E0ACF40464C2F35E2523EB0C
"Bible Buffet (USA) (v6.0) (Unl)","Bible Buffet (USA) (v6.0) (Unl).nes",262144,CFD5AC62,5D718486BD294124BE7BA4905ECC112D,14A8D115EED9421035293191D83E0930A8327BE8
"Big Nose and the Witchdoctor (USA) (Beta) (Unl)","Big Nose and the Witchdoctor (USA) (Beta) (Unl).nes",262144,F62B0327,357F0ED5B3BF45741A8EDCAA884358A8,BDF5BBB47ED4C0C45672E2485EED0F02FBDA1D5D
"Big Nose Freaks Out (USA) (Unl)","Big Nose Freaks Out (USA) (Unl).nes",262144,CCDCBFC6,3C84E8F6346D9F688B326460806AF489,00DFB78AC0E10F46BEDE9850636E2F3C6A305858
"Big Nose the Caveman (USA) (Unl)","Big Nose the Caveman (USA) (Unl).nes",262144,BD154C3E,9B6969AFCA63121A131DB93DD0DF68CC,F31824D16504B44948DE2CE53FD10C0CFAD3D41C
"Bigfoot (Europe)","Bigfoot (Europe).nes",262144,34C1E893,3EA537FCA51D2BFB0BB94C04F43B7729,4BD6B3535FCC04F7570FE754645EB5D3997A02AA
"Bigfoot (USA)","Bigfoot (USA).nes",262144,C42E648A,1EA0A3E552583DB9CA7C35A97E8C7176,A8EE603B86CAEDCDB517904895241902C15DFC6A
"Bikkuri Nekketsu Shin Kiroku! - Harukanaru Kin Medal (Japan)","Bikkuri Nekketsu Shin Kiroku! - Harukanaru Kin Medal (Japan).nes",262144,4E99CEA4,640441A4FC5500F60D38447EA0BE9913,8D762533BE2E15D737A873432FFA188F8B22CCF1
"Bikkuriman World - Gekitou Sei Senshi (Japan)","Bikkuriman World - Gekitou Sei Senshi (Japan).nes",262144,C6224026,89AE3B6D0470A3B503BD8908A9E41C8F,2D47CB78C94F4A69E73EC32B5AD52FB9E62217A3
"Bill & Ted's Excellent Video Game Adventure (USA)","Bill & Ted's Excellent Video Game Adventure (USA).nes",262144,C4B6ED3C,170B97F5F1B86416EFA71C0978A94B9D,E39CA4477D3B96E1CE3A1C61D8055187EA5F1784
"Bill Elliott's NASCAR Challenge (USA)","Bill Elliott's NASCAR Challenge (USA).nes",393216,847D672D,6CDCCA9915D40321A31C0D5D412FB1D7,283CFF70A55EECAA61A4CB4046A910F7EB3AA062
"Binary Land (Japan)","Binary Land (Japan).nes",24576,F5F435B1,390A44E15956DA7C93DF7A1EBBE6A197,511A74517D20C6DEA4F95F8E30A3F93B757B54CF
"Bingo 75 (Asia) (Unl)","Bingo 75 (Asia) (Unl).nes",65536,D04A40E6,00C5D49ADA1E515B117181328EB1AD23,1C3771B7F116F439D684D04DF792570271C93F86
"BinGuo 75 (Asia) (Unl)","BinGuo 75 (Asia) (Unl).nes",65536,E116447F,49FAA894F608523C195DC94542A3846A,95AB1F5AB2E01532537EEC517351ACF663FACEB3
"Bio Force Ape (Japan) (En) (Proto)","Bio Force Ape (Japan) (En) (Proto).nes",262144,190E52FF,35F35A5E574CCDF6AB75DF91114F992F,49F9B707D039795F076986A35D8C64A94075BB62
"Bio Miracle Bokutte Upa (Japan)","Bio Miracle Bokutte Upa (Japan).nes",262144,6DC28B5A,42442FBE3A99FBAA25425611F5F4A090,31FC500B759EC8AB5B4C977625DC8B33C116470F
"Bio Senshi Dan - Increaser Tono Tatakai (Japan)","Bio Senshi Dan - Increaser Tono Tatakai (Japan).nes",262144,EC40E71B,5BE96D2844314A037D2D639B397B8034,EA5D997C7B9F30C1BB3595AB4AAB6BC46E641F25
"Bionic Commando (Europe)","Bionic Commando (Europe).nes",262144,FA7EE642,83DFD6F1677AE112F98F88AB5A8BD37F,6590D556E68453BB368472871DFB8CD3A5FE1689
"Bionic Commando (USA)","Bionic Commando (USA).nes",262144,D2574720,CC2E2AA46F56EFA41C95AB81DE7E05FD,C82E29639E2DFFA2754149025C6784EB2587B09D
"Bird Week (Japan)","Bird Week (Japan).nes",24576,A8A9B982,6353B30F5939772D3F51CDC20BFDC8F2,22EAF03CC4A148EB7F96CCBDB878170B6D117940
"Black Bass II, The (Japan)","Black Bass II, The (Japan).nes",131072,99A62E47,340B36684D70918D03A859A80265DB91,7A7A71A08B19D3357AC59187EB108887831752B4
"Black Bass, The (USA)","Black Bass, The (USA).nes",131072,1D0F4D6B,D02150FA6F56149CC42F30CADA691DCF,9C3BCD2BF8224B158B6FF2E47B67CDA66CB4AC39
"Black Bass, The (Japan)","Black Bass, The (Japan).nes",131072,B04BA659,D993D617A88019CDFCC7F0995A573DB8,127C038C25AEC70CA1822C92AF6E45169BA3310B
"Blackjack (USA) (Unl)","Blackjack (USA) (Unl).nes",65536,C2A4612E,5AD55872819615DC7B546CD1AF52962F,AB8342DF2C3AA946F2B54A5DF4A58EC2DFB8DC9E
"Blades of Steel (USA)","Blades of Steel (USA).nes",131072,8AB52A24,037DC690F70FC8F59504F38EB3B02A1A,6519882612BA8D69DC6F580C9DB4DC0DF7FD8C56
"Blades of Steel (Europe)","Blades of Steel (Europe).nes",131072,C0EDEDD0,DA0B83ACAD263CB5E913033EF33EF4D4,72AEF6054BF5E8B3301FEA396187C71454C2465D
"Blaster Master (USA) (Beta)","Blaster Master (USA) (Beta).nes",262144,B683A856,4108DCF084215DD20B4E59C95F05DF3F,48D87B70D1703095B629BDBD5BAF98632CCAD082
"Blaster Master (USA)","Blaster Master (USA).nes",262144,3F0FD764,12B0DBC4F2B22A50D0BB53C4929217F0,98845D5716525E68EF7417E6FB55BE30A4C7130D
